b_NaCl;b_KCl2;b_CaCl2;p;T;eta;rho;lambda
0;0;0;1;293.14999999999998;0.001001605894416193;998.20548637769662;0.59953615450523956
0.10019;0;0;1;293.14999999999998;0.0010099634394472722;1002.3855054154288;0.59953615450523956
0.20080000000000001;0;0;1;293.14999999999998;0.0010185698288284442;1006.5210804998238;0.59953615450523956
0.40001999999999999;0;0;1;293.14999999999998;0.001036252763474391;1014.5749696580009;0.59953615450523956
0.70133000000000001;0;0;1;293.14999999999998;0.0010646523191386727;1026.4633680871157;0.59953615450523956
0.99914000000000003;0;0;1;293.14999999999998;0.0010947396022873766;1037.9018859657772;0.59953615450523956
1.4993000000000001;0;0;1;293.14999999999998;0.0011499798879089783;1056.473885446773;0.59953615450523956
2.0027900000000001;0;0;1;293.14999999999998;0.0012118692798274962;1074.4229622093442;0.59953615450523956
2.9996700000000001;0;0;1;293.14999999999998;0.001354581923165602;1107.9797766599265;0.59953615450523956
3.99396;0;0;1;293.14999999999998;0.0015264892546132222;1139.167186728582;0.59953615450523956
4.9968899999999996;0;0;1;293.14999999999998;0.0017335105795780765;1168.7125617806;0.59953615450523956
5.9980000000000002;0;0;1;293.14999999999998;0.0019776082274488775;1196.6761489182506;0.59953615450523956
0;0;0;1;293.14999999999998;0.001001605894416193;998.20548637769662;0.59953615450523956
0;0;0.051290000000000002;1;293.14999999999998;0.0010191696316011122;1002.9214846707731;0.59953615450523956
0;0;0.097220000000000001;1;293.14999999999998;0.0010332376106889499;1007.0810596861779;0.59953615450523956
0;0;0.17852000000000001;1;293.14999999999998;0.001057939631374627;1014.3522029905769;0.59953615450523956
0;0;0.38279000000000002;1;293.14999999999998;0.0011212640899028641;1032.233927218894;0.59953615450523956
0;0;0.75322999999999996;1;293.14999999999998;0.0012448631547192365;1063.5333871309551;0.59953615450523956
0;0;1.5666899999999999;1;293.14999999999998;0.0015763905659605265;1127.9246426290701;0.59953615450523956
0;0;2.1438600000000001;1;293.14999999999998;0.0018837764880765384;1170.2895326498076;0.59953615450523956
0;0;2.81501;1;293.14999999999998;0.0023510418442711546;1216.2796900205155;0.59953615450523956
0;0;3.9883500000000001;1;293.14999999999998;0.0036199630851785269;1288.6893563996475;0.59953615450523956
0;0;4.5321300000000004;1;293.14999999999998;0.0045135385770874604;1318.9901167157057;0.59953615450523956
0;0;5.3151799999999998;1;293.14999999999998;0.0063280803243750596;1359.2265615132542;0.59953615450523956
0.085457000000000005;0;0.085682999999999995;1;293.14999999999998;0.0010356972230842749;1009.5932729863409;0.59953615450523956
0.32490400000000003;0;0.32864900000000002;1;293.14999999999998;0.0011333119840262183;1040.6431267278388;0.59953615450523956
0.64595000000000002;0;0.64890899999999996;1;293.14999999999998;0.0012818390801925192;1079.9587814876834;0.59953615450523956
1.272553;0;1.2662059999999999;1;293.14999999999998;0.0016684576315581939;1150.9511157410752;0.59953615450523956
2.2426300000000001;0;2.2378870000000002;1;293.14999999999998;0.0027685746643776907;1250.0125607093703;0.59953615450523956
0.33246300000000001;0;0.33268999999999999;1;293.14999999999998;0.001135374031258777;1041.29002695798;0.59953615450523956
0.69479599999999997;0;0.69464099999999995;1;293.14999999999998;0.0013057780935286523;1085.531963891124;0.59953615450523956
0.98872099999999996;0;0.98692899999999995;1;293.14999999999998;0.0014736748591040864;1119.6128589508069;0.59953615450523956
1.267037;0;1.263997;1;293.14999999999998;0.0016660670532774751;1150.5966800625586;0.59953615450523956
1.6359049999999999;0;1.632679;1;293.14999999999998;0.0019888337195876175;1189.8902032016319;0.59953615450523956
1.889815;0;1.8906289999999999;1;293.14999999999998;0.0022737529647364999;1216.0246713947729;0.59953615450523956
0.19401399999999999;0;0.387513;1;293.14999999999998;0.0011400195598665593;1040.5035625770449;0.59953615450523956
0.38322600000000001;0;0.766185;1;293.14999999999998;0.001293393472046824;1079.6089866585148;0.59953615450523956
0.58968299999999996;0;1.177937;1;293.14999999999998;0.0014947596336217944;1120.1172597112086;0.59953615450523956
0.76693900000000004;0;1.5341590000000001;1;293.14999999999998;0.0017080313658280231;1153.5093942850092;0.59953615450523956
0.94906800000000002;0;1.898666;1;293.14999999999998;0.001976443390418798;1186.2314726230497;0.59953615450523956
1.1296170000000001;0;2.2585099999999998;1;293.14999999999998;0.0023072556848504565;1217.1464098622703;0.59953615450523956
0.50051999999999996;0;0.25022800000000001;1;293.14999999999998;0.0011250110178150287;1040.7637327016901;0.59953615450523956
1.000532;0;0.50026899999999996;1;293.14999999999998;0.0012708080026535063;1080.867547138909;0.59953615450523956
1.494273;0;0.747112;1;293.14999999999998;0.0014482353096519054;1118.4646112998864;0.59953615450523956
1.9639359999999999;0;0.98199899999999996;1;293.14999999999998;0.0016584477990730202;1152.5273159972917;0.59953615450523956
2.434396;0;1.2172419999999999;1;293.14999999999998;0.0019231103782549363;1185.0739214669641;0.59953615450523956
2.904099;0;1.452061;1;293.14999999999998;0.0022593938858942396;1216.0832122965674;0.59953615450523956
0.60578500000000002;0;0.20195099999999999;1;293.14999999999998;0.0011198511894603223;1040.6648493842838;0.59953615450523956
1.203891;0;0.40130100000000002;1;293.14999999999998;0.0012595532803192928;1080.0752991137031;0.59953615450523956
1.801202;0;0.60044500000000001;1;293.14999999999998;0.0014322113657448371;1117.3353235510708;0.59953615450523956
2.3865910000000001;0;0.79551000000000005;1;293.14999999999998;0.0016439609003449345;1151.973249919854;0.59953615450523956
2.962269;0;0.98746400000000001;1;293.14999999999998;0.0019069549159241622;1184.3715855768539;0.59953615450523956
3.5288110000000001;0;1.1762919999999999;1;293.14999999999998;0.0022352424240348738;1214.7439836522487;0.59953615450523956
0.381608;0;0.31434000000000001;1;293.14999999999998;0.0011341852587918361;1041.6461518766741;0.59953615450523956
0.75584099999999999;0;0.62238599999999999;1;293.14999999999998;0.0012858028087190025;1081.8895431563731;0.59953615450523956
1.120155;0;0.92249999999999999;1;293.14999999999998;0.0014660927930724339;1119.2212133092837;0.59953615450523956
1.4715879999999999;0;1.211921;1;293.14999999999998;0.0016811243974778345;1153.5995676327573;0.59953615450523956
1.8223510000000001;0;1.50071;1;293.14999999999998;0.0019495409365213646;1186.3911710416805;0.59953615450523956
2.1687569999999998;0;1.7860670000000001;1;293.14999999999998;0.0022855947729554359;1217.3641721041499;0.59953615450523956
1.2008540000000001;0;0;1;293.14999999999998;0.0011162935021254469;1045.4850867053985;0.59953615450523956
2.3997869999999999;0;0;1;293.14999999999998;0.0012653716294683866;1088.0868170682206;0.59953615450523956
3.5929959999999999;0;0;1;293.14999999999998;0.0014533823088581442;1126.8393507575558;0.59953615450523956
4.7811979999999998;0;0;1;293.14999999999998;0.0016859466940101152;1162.5010250229313;0.59953615450523956
5.9617810000000002;0;0;1;293.14999999999998;0.0019680830280620412;1195.6867066446505;0.59953615450523956
0;0;1.240167;1;293.14999999999998;0.0014313982226998212;1102.7570799888686;0.59953615450523956
0;0;2.3761890000000001;1;293.14999999999998;0.0020301412168254561;1186.600397863155;0.59953615450523956
0;0;3.4164460000000001;1;293.14999999999998;0.0029112510729357556;1254.6286934952273;0.59953615450523956
0;0;4.3742989999999997;1;293.14999999999998;0.0042280499458814506;1310.3996330804414;0.59953615450523956
0;0;5.2621969999999996;1;293.14999999999998;0.0061812042693049985;1356.6261443806495;0.59953615450523956
0;0;0;1;298.14999999999998;0.00089008251757220639;997.04743540809613;0.60751832836072628
0.10019;0;0;1;298.14999999999998;0.00089779249947447503;1001.1766266382954;0.60751832836072628
0.20080000000000001;0;0;1;298.14999999999998;0.00090571625447023307;1005.2613295221204;0.60751832836072628
0.40001999999999999;0;0;1;298.14999999999998;0.00092195096077148054;1013.2170018031683;0.60751832836072628
0.70133000000000001;0;0;1;298.14999999999998;0.00094791281630759745;1024.9649340360679;0.60751832836072628
0.99914000000000003;0;0;1;298.14999999999998;0.00097529179056354159;1036.2750055878466;0.60751832836072628
1.4993000000000001;0;0;1;298.14999999999998;0.0010252927539377884;1054.6547111778805;0.60751832836072628
2.0027900000000001;0;0;1;298.14999999999998;0.0010809954990075605;1072.4385675128551;0.60751832836072628
2.9996700000000001;0;0;1;298.14999999999998;0.0012085617164620365;1105.741663144322;0.60751832836072628
3.99396;0;0;1;298.14999999999998;0.0013611654129932027;1136.7506762523437;0.60751832836072628
4.9968899999999996;0;0;1;298.14999999999998;0.0015440133567145107;1166.1602654434316;0.60751832836072628
5.9980000000000002;0;0;1;298.14999999999998;0.0017588570518597942;1193.9985430556253;0.60751832836072628
0;0;0;1;298.14999999999998;0.00089008251757220639;997.04743540809613;0.60751832836072628
0;0;0.051290000000000002;1;298.14999999999998;0.00090567388596459809;1001.7338869255465;0.60751832836072628
0;0;0.097220000000000001;1;298.14999999999998;0.00091816042633758601;1005.8654472680764;0.60751832836072628
0;0;0.17852000000000001;1;298.14999999999998;0.00094008326457531595;1013.0858432797987;0.60751832836072628
0;0;0.38279000000000002;1;298.14999999999998;0.00099627049237415843;1030.8393115258978;0.60751832836072628
0;0;0.75322999999999996;1;298.14999999999998;0.0011058890296197616;1061.916435108174;0.60751832836072628
0;0;1.5666899999999999;1;298.14999999999998;0.0013996342271278659;1125.899397494778;0.60751832836072628
0;0;2.1438600000000001;1;298.14999999999998;0.0016717009679035992;1168.048611257268;0.60751832836072628
0;0;2.81501;1;298.14999999999998;0.00208488721931205;1213.8603239841577;0.60751832836072628
0;0;3.9883500000000001;1;298.14999999999998;0.0032052989011545989;1286.1042762768157;0.60751832836072628
0;0;4.5321300000000004;1;298.14999999999998;0.0039933113924927616;1316.368401330923;0.60751832836072628
0;0;5.3151799999999998;1;298.14999999999998;0.005591935933593804;1356.5660641683901;0.60751832836072628
0.085457000000000005;0;0.085682999999999995;1;298.14999999999998;0.00092059307002266653;1008.3411252649024;0.60751832836072628
0.32490400000000003;0;0.32864900000000002;1;298.14999999999998;0.0010078839264561082;1039.1148938616948;0.60751832836072628
